_GENE,Genename,GeneID,log2FoldChange,padj,baseMean
Layn,Layn,ENSMUSG00000060594,0.0875681739320449,0.961966549158892,35.6042851157778
Dock7,Dock7,ENSMUSG00000028556,0.0875577443540198,0.850883282559448,510.897931547547
Pdhx,Pdhx,ENSMUSG00000010914,0.0875266164223839,0.760652195444459,3863.40200710196
Tmem161b,Tmem161b,ENSMUSG00000035762,0.0874934653692472,0.913050555556142,471.610325842788
Gm27734,Gm27734,ENSMUSG00000099314,0.0874708183115411,0.983967057262829,3.81763947462148
Lzts3,Lzts3,ENSMUSG00000037703,0.0873745120719047,0.913795823454382,173.119877960705
Col4a3bp,Col4a3bp,ENSMUSG00000021669,0.0873548540129286,0.821787497627052,2694.25223973462
Timm9,Timm9,ENSMUSG00000021079,0.0873319739859039,0.822956769253146,642.82781228104
Setd7,Setd7,ENSMUSG00000037111,0.0873313808105534,0.834153992698753,17121.2797526261
Lats1,Lats1,ENSMUSG00000040021,0.0872912073143541,0.809473504104987,828.061231927534
Ddx1,Ddx1,ENSMUSG00000037149,0.0872776909983611,0.731362968726498,6974.67390891725
4930479D17Rik,4930479D17Rik,ENSMUSG00000085238,0.0871803630061284,0.972235801261753,13.664797875353
Itm2b,Itm2b,ENSMUSG00000022108,0.0871599788930051,0.763335975569395,8160.01380684745
Tspyl1,Tspyl1,ENSMUSG00000047514,0.0871038106318767,0.743704666198521,3074.00887210411
Crbn,Crbn,ENSMUSG00000005362,0.087101053478527,0.81927026320721,1193.34464203203
Rbmxl1,Rbmxl1,ENSMUSG00000037070,0.0870909823861813,0.935605205455371,69.5165936396291
Rnf121,Rnf121,ENSMUSG00000070426,0.0870733542465293,0.775579620068799,991.347478833362
Abca8b,Abca8b,ENSMUSG00000020620,0.0870402517991387,0.856278694956268,1646.49246180954
Adam4,Adam4,ENSMUSG00000072972,0.0869338249449234,0.971930257669199,13.0745427862443
Setd3,Setd3,ENSMUSG00000056770,0.0869306914284239,0.686578694497114,4655.21756159942
Dis3,Dis3,ENSMUSG00000033166,0.0869273795939668,0.846029603832036,506.559264745488
Slc17a5,Slc17a5,ENSMUSG00000049624,0.0868564650083419,0.876686705768204,191.648636555635
Hspb11,Hspb11,ENSMUSG00000063172,0.0867811211414468,0.916235774389401,127.941299016842
Wnt10a,Wnt10a,ENSMUSG00000026167,0.0867562314865156,0.982214198945424,5.00084471205878
Rwdd4a,Rwdd4a,ENSMUSG00000031568,0.0867112388740098,0.812962044752363,981.24937953128
Fpgs,Fpgs,ENSMUSG00000009566,0.0866850238458509,0.839532505978203,382.979964497572
Ldha-ps,Ldha-ps,ENSMUSG00000082330,0.0866086607540859,0.9805209105609,6.51338006396247
Armcx5,Armcx5,ENSMUSG00000072969,0.0865679640781132,0.887248062535678,193.427638495815
Esyt2,Esyt2,ENSMUSG00000021171,0.0864607328981338,0.83709924452249,1665.13314589601
Pkia,Pkia,ENSMUSG00000027499,0.0864026723935909,0.872128394165157,28078.1551284882
Cmc4,Cmc4,ENSMUSG00000090110,0.086323117998409,0.946012429432997,135.391511344406
Zdhhc13,Zdhhc13,ENSMUSG00000030471,0.0862845931874808,0.92212058651657,186.715810617505
Ap4m1,Ap4m1,ENSMUSG00000019518,0.0862325744103964,0.855984206274408,443.384123572776
Edrf1,Edrf1,ENSMUSG00000039990,0.08621316617419,0.855675814083594,534.628660060784
Chst2,Chst2,ENSMUSG00000033350,0.0861932394692305,0.945550338211394,52.4207369787977
Gpr89,Gpr89,ENSMUSG00000028096,0.0861868099798967,0.819977578182488,885.996056680305
Sergef,Sergef,ENSMUSG00000030839,0.0861166140838518,0.926216044239436,82.1088315471234
Bad,Bad,ENSMUSG00000024959,0.0861134218537862,0.875503654802142,387.561539245885
Acss2,Acss2,ENSMUSG00000027605,0.0861127428426884,0.847783556057175,2063.9965412896
Kif1b,Kif1b,ENSMUSG00000063077,0.0861081846779504,0.636949158651814,23541.6478100343
Lysmd2,Lysmd2,ENSMUSG00000032184,0.0860473716274732,0.884674834258147,196.767403295676
Thrb,Thrb,ENSMUSG00000021779,0.0860169201612551,0.785857350573889,846.72143981669
Rc3h1,Rc3h1,ENSMUSG00000040423,0.0859365749484713,0.816694150721195,1241.32697788479
Mrpl16,Mrpl16,ENSMUSG00000024683,0.0858721155321304,0.832757940704245,1736.43448395557
Hmox2,Hmox2,ENSMUSG00000004070,0.085818720586366,0.788654632822614,1403.45138464342
Slc25a5,Slc25a5,ENSMUSG00000016319,0.0857555201337228,0.850708102358569,965.341213960821
Efhc1,Efhc1,ENSMUSG00000041809,0.0857239653175724,0.964826553749316,17.3131898430438
Ipp,Ipp,ENSMUSG00000028696,0.0857118832430787,0.856599263699386,637.151574347013
Pnrc1,Pnrc1,ENSMUSG00000040128,0.0856367455513628,0.878798352662389,1867.55487930806
Zfp97,Zfp97,ENSMUSG00000095990,0.085562199008594,0.955301305838274,36.0137724496084
Mrps9,Mrps9,ENSMUSG00000060679,0.0855131063730553,0.781996024673711,1251.08338176766
Cdc16,Cdc16,ENSMUSG00000038416,0.0854562940875323,0.804611347681639,1468.88824363497
Ckmt2,Ckmt2,ENSMUSG00000021622,0.0854314737771092,0.838424915944999,53319.7282645848
Polb,Polb,ENSMUSG00000031536,0.0854189297976592,0.722050733263769,2085.84484875068
Taf5,Taf5,ENSMUSG00000025049,0.085403290936493,0.881818813766725,167.616635559917
4833439L19Rik,4833439L19Rik,ENSMUSG00000025871,0.0853912887121604,0.669048859644681,9768.76549916918
Manba,Manba,ENSMUSG00000028164,0.0853307440374134,0.876686705768204,340.089625166979
Fancg,Fancg,ENSMUSG00000028453,0.0853123203343788,0.932149756481506,82.3264271119657
Pde3a,Pde3a,ENSMUSG00000041741,0.0852814363270509,0.922729089499,254.307324914098
Gm37584,Gm37584,ENSMUSG00000103115,0.0852767008232782,0.973088706571021,12.6520104137319
4921536K21Rik,4921536K21Rik,ENSMUSG00000020434,0.0852625093300581,0.965009738060168,19.3815472809787
Tfb1m,Tfb1m,ENSMUSG00000036983,0.0852113693404988,0.850989157877457,295.580657253742
Gins3,Gins3,ENSMUSG00000031669,0.0852092244755635,0.945739519277062,44.0435133498851
Slc25a16,Slc25a16,ENSMUSG00000071253,0.0851551173356131,0.874129621928007,1206.57664401533
Prdx6,Prdx6,ENSMUSG00000026701,0.0851343990408238,0.763335975569395,3610.99192391661
Hnrnpdl,Hnrnpdl,ENSMUSG00000029328,0.0851230751635301,0.754864890803093,4590.81520563507
Snapc5,Snapc5,ENSMUSG00000032398,0.0850692864464202,0.868202323277822,896.827562296272
Lcmt1,Lcmt1,ENSMUSG00000030763,0.0850550478858603,0.771905343635427,1164.36741660785
Pnck,Pnck,ENSMUSG00000002012,0.0850376249732453,0.856637125235984,440.939765246205
Usp2,Usp2,ENSMUSG00000032010,0.0850147773163377,0.821831130283019,7302.79282982611
Commd3,Commd3,ENSMUSG00000051154,0.0850007280708958,0.698737556186482,2556.63772100974
Exosc9,Exosc9,ENSMUSG00000027714,0.0849990273292295,0.786831539242244,888.564601809744
Stx2,Stx2,ENSMUSG00000029428,0.0849614180521883,0.859244296377877,423.623115564337
Snrpg,Snrpg,ENSMUSG00000057278,0.0849027771045192,0.905771233004995,179.89428888433
Gcgr,Gcgr,ENSMUSG00000025127,0.0848806157980006,0.98312156576063,4.70386228789646
Ormdl2,Ormdl2,ENSMUSG00000025353,0.0848700977169481,0.921501331847532,107.612407143626
Erlin2,Erlin2,ENSMUSG00000031483,0.0848571405182461,0.856637125235984,550.057199200881
March3,March3,ENSMUSG00000032656,0.0848444707041527,0.939067396201576,55.4240224329975
Ndufaf4,Ndufaf4,ENSMUSG00000028261,0.0847441035475468,0.911453497554547,1669.02881220994
Blcap,Blcap,ENSMUSG00000067787,0.0846769988824976,0.845379558262945,1103.23550698357
Acot13,Acot13,ENSMUSG00000006717,0.0846269035092312,0.844788913990619,2612.65323421224
Zfp935,Zfp935,ENSMUSG00000055228,0.0845905314458849,0.949806334627309,72.6497148648587
Pald1,Pald1,ENSMUSG00000020092,0.0845697152436544,0.827192660101515,687.04634343815
1110051M20Rik,1110051M20Rik,ENSMUSG00000040591,0.0844016176040727,0.812962044752363,607.285030671527
Rab6a,Rab6a,ENSMUSG00000030704,0.0843740897871909,0.808352556102374,3590.07394581422
Gm12092,Gm12092,ENSMUSG00000084850,0.0843582435605982,0.984269680044446,5.12907697481663
Zfp422,Zfp422,ENSMUSG00000059878,0.084329092815827,0.878106147200084,402.470522370859
Kyat1,Kyat1,ENSMUSG00000039648,0.0842959921176136,0.762924022904436,1005.93345178913
Ttf2,Ttf2,ENSMUSG00000033222,0.0842918529906095,0.850074413864363,394.83716072106
Slc35b2,Slc35b2,ENSMUSG00000037089,0.0842633097240155,0.824974876251689,782.570167475758
Pfkp,Pfkp,ENSMUSG00000021196,0.0842458111117697,0.827296427887662,343.708222355885
Copz2,Copz2,ENSMUSG00000018672,0.0841206813442204,0.866897093997329,792.038855606478
Znhit2,Znhit2,ENSMUSG00000075227,0.0840405009483243,0.908834298034464,201.370507520364
Zadh2,Zadh2,ENSMUSG00000049090,0.083970472282477,0.771507810279561,2304.88302076757
Prickle2,Prickle2,ENSMUSG00000030020,0.0839628470435079,0.922729089499,132.654268296763
Mlh1,Mlh1,ENSMUSG00000032498,0.083957523465114,0.86600999058565,353.492017775301
Nup43,Nup43,ENSMUSG00000040034,0.0839305817670426,0.882366118974191,199.382677803323
Hcfc1r1,Hcfc1r1,ENSMUSG00000023904,0.0838838215162132,0.876686705768204,2477.86344606128
Cltc,Cltc,ENSMUSG00000047126,0.0838787041686716,0.782738226325758,6947.96826839714
Pla2g7,Pla2g7,ENSMUSG00000023913,0.0838561426960018,0.8289583874118,3737.49660467646
Mkln1os,Mkln1os,ENSMUSG00000086212,0.0838486583685145,0.952864360126466,33.517771736074
Sdpr,Sdpr,ENSMUSG00000045954,0.0838356471345009,0.892926343200553,2754.01828137503
Drg1,Drg1,ENSMUSG00000020457,0.0838264218375238,0.732541145950632,1684.82277466457
Dcaf8,Dcaf8,ENSMUSG00000026554,0.08379307293048,0.74696755500561,14044.7038182865
Fpgt,Fpgt,ENSMUSG00000053870,0.0837142894478491,0.86767764962449,294.063499824567
Trim46,Trim46,ENSMUSG00000042766,0.0836059713667841,0.971162613141198,17.2797616708956
Tex30,Tex30,ENSMUSG00000026049,0.0835654869409548,0.940238668126534,86.4718948949568
Zfp644,Zfp644,ENSMUSG00000049606,0.0835558484928912,0.843989896126793,1031.14058966659
Efcab7,Efcab7,ENSMUSG00000073791,0.0835492107948069,0.963581847301353,21.478642163823
Gm14291,Gm14291,ENSMUSG00000086098,0.0835434736029739,0.987511727597357,2.68911514197443
Prkce,Prkce,ENSMUSG00000045038,0.0835419798144784,0.860541164638838,689.2163338232
Cyld,Cyld,ENSMUSG00000036712,0.0834996155673537,0.86767764962449,1461.06229656754
Rnf20,Rnf20,ENSMUSG00000028309,0.0834695633902026,0.800063284678805,1512.16448439311
Gm29264,Gm29264,ENSMUSG00000100465,0.0834309852459909,0.969832431780814,17.4525009935231
Myadml2os,Myadml2os,ENSMUSG00000084822,0.0833421373378437,0.965747984475207,16.5997334654825
1700112J16Rik,1700112J16Rik,ENSMUSG00000097527,0.0832737179747999,0.971056538424834,13.3108061964163
Zfp524,Zfp524,ENSMUSG00000051184,0.0832481863525823,0.932764510585751,133.71054821643
Rbpms,Rbpms,ENSMUSG00000031586,0.0831824614547366,0.840583936079137,389.889331631268
Acaa1a,Acaa1a,ENSMUSG00000036138,0.0831455095972029,0.797194899078615,1253.20269109996
Gm24044,Gm24044,ENSMUSG00000065041,0.0831278162422021,0.988519082984045,2.91572932427587
Gm37761,Gm37761,ENSMUSG00000102718,0.0831152327410605,0.982214198945424,4.94386467791843
Mrnip,Mrnip,ENSMUSG00000020381,0.0831040709565981,0.926761040737432,87.1459641611936
Acvr2a,Acvr2a,ENSMUSG00000052155,0.083074486917883,0.908488637100321,1510.81614564807
Nemf,Nemf,ENSMUSG00000020982,0.0830312504672552,0.812131827542582,1332.2916027595
Ndn,Ndn,ENSMUSG00000033585,0.0830005505685104,0.915926471104917,237.476073097451
Pign,Pign,ENSMUSG00000056536,0.0829687260113493,0.900853522497508,300.390736840368
Ulk2,Ulk2,ENSMUSG00000004798,0.0829421935948286,0.838424915944999,6631.92100496161
Phf5a,Phf5a,ENSMUSG00000061360,0.0828896537341863,0.751653455685084,1079.63241399635
Sdhaf3,Sdhaf3,ENSMUSG00000042505,0.0828873685344312,0.850189919273534,525.105690697364
AW209491,AW209491,ENSMUSG00000039182,0.0828663039151294,0.820983901441518,630.744602812032
Myl12a,Myl12a,ENSMUSG00000024048,0.0828317820326371,0.845381351280837,6871.57481147826
1700001L05Rik,1700001L05Rik,ENSMUSG00000075511,0.082805511040616,0.98097400523082,6.57107983779966
Acsl3,Acsl3,ENSMUSG00000032883,0.0828018183010298,0.938000521551292,1015.78863014115
Pus10,Pus10,ENSMUSG00000020280,0.0827256404299779,0.859275709608987,633.037886661933
A330069E16Rik,A330069E16Rik,ENSMUSG00000097868,0.082700248619662,0.942472208910993,68.7599399333888
Hnrnpab,Hnrnpab,ENSMUSG00000020358,0.0826892868527188,0.72292873192688,4106.941335546
Ldlrad3,Ldlrad3,ENSMUSG00000048058,0.0826436782790238,0.898473592024893,293.153713676378
Ttpal,Ttpal,ENSMUSG00000017679,0.0825713970148701,0.892850383121211,404.10768161898
Zdhhc24,Zdhhc24,ENSMUSG00000006463,0.082569260990894,0.921501331847532,151.019711485823
6430590A07Rik,6430590A07Rik,ENSMUSG00000097583,0.0824791083313028,0.988519082984045,3.19192210732869
Mecom,Mecom,ENSMUSG00000027684,0.0823333182591289,0.871767932087077,312.838069071078
B230217C12Rik,B230217C12Rik,ENSMUSG00000050538,0.0823212917417118,0.977126346376318,9.22403876598035
Lhfp,Lhfp,ENSMUSG00000048332,0.0822484772595142,0.874734773763073,572.334092366863
4930552P12Rik,4930552P12Rik,ENSMUSG00000097632,0.0822477738383499,0.962064994830549,25.4162836863416
Ip6k1,Ip6k1,ENSMUSG00000032594,0.0822457293413666,0.810558447714089,1417.06131033561
Cyb5r4,Cyb5r4,ENSMUSG00000032872,0.0821813585199412,0.858365001560503,1644.41977344582
Naa20,Naa20,ENSMUSG00000002728,0.0821344608405719,0.856637125235984,1289.97924629789
Hmgxb4,Hmgxb4,ENSMUSG00000034518,0.0821215383700922,0.870926981776308,350.76019400444
Ganc,Ganc,ENSMUSG00000062646,0.0821154821162425,0.797194899078615,2199.21317548934
Fgf18,Fgf18,ENSMUSG00000057967,0.0820681266476833,0.967457620451152,18.6601821940614
Ptcd2,Ptcd2,ENSMUSG00000021650,0.0820647806196795,0.841940582195617,1092.27609319942
Pgam1,Pgam1,ENSMUSG00000011752,0.0820520641240817,0.871767932087077,459.98091437426
Senp6,Senp6,ENSMUSG00000034252,0.0820253991338694,0.713452730418695,2104.72688967455
Leng9,Leng9,ENSMUSG00000043432,0.0818710244644882,0.926216044239436,116.412316082144
Pcolce2,Pcolce2,ENSMUSG00000015354,0.0818602235645959,0.887248062535678,278.582552475633
Gm9947,Gm9947,ENSMUSG00000054493,0.0818468443325144,0.984377855340646,4.75332476723936
B230118H07Rik,B230118H07Rik,ENSMUSG00000027165,0.0818178453577881,0.854837804311473,2834.81393285932
Zfp445,Zfp445,ENSMUSG00000047036,0.0817211842912304,0.918229933989539,871.223496281722
Nipa1,Nipa1,ENSMUSG00000047037,0.0816885611254903,0.938000521551292,147.878853195169
Hpn,Hpn,ENSMUSG00000001249,0.0816341661624615,0.909951839798182,451.673892282819
Ifi44,Ifi44,ENSMUSG00000028037,0.0815863276021828,0.946117453862682,65.5008611465844
Gm10767,Gm10767,ENSMUSG00000074826,0.0814895622761874,0.953407230158729,44.9522243424243
Hikeshi,Hikeshi,ENSMUSG00000062797,0.0814805406702939,0.820983901441518,1260.6764755729
Ppp1r13l,Ppp1r13l,ENSMUSG00000040734,0.0814218245475353,0.941452120169962,157.251470892721
Mettl5,Mettl5,ENSMUSG00000051730,0.0814118581615955,0.899365890792359,335.755704578969
Gm42973,Gm42973,ENSMUSG00000105733,0.0814083073391649,0.990738801997091,2.18487936461236
Psmd12,Psmd12,ENSMUSG00000020720,0.0813565688628085,0.74526305326642,4972.23617807923
Bbc3,Bbc3,ENSMUSG00000002083,0.0813563333229605,0.960271047172225,39.4433670050181
Tmem87b,Tmem87b,ENSMUSG00000014353,0.0813263262816103,0.870926981776308,881.194964034702
Ncoa4,Ncoa4,ENSMUSG00000056234,0.0813134203213251,0.820066521022284,1640.82665837746
Uchl3,Uchl3,ENSMUSG00000022111,0.08126978478072,0.779585502566576,619.91474304488
Dennd2c,Dennd2c,ENSMUSG00000007379,0.0812667296372969,0.859015804494068,340.302689841059
Nmb,Nmb,ENSMUSG00000025723,0.0812240361462999,0.940075601662544,86.2510651587749
Pgpep1,Pgpep1,ENSMUSG00000056204,0.0812223926969347,0.847783556057175,593.598925693809
Rad50,Rad50,ENSMUSG00000020380,0.0810533886102342,0.876941490769851,353.118377060316
Trip12,Trip12,ENSMUSG00000026219,0.081012643678599,0.79741334233773,8153.4931202906
Fzd4,Fzd4,ENSMUSG00000049791,0.0810060042063746,0.859591757644452,3213.3637244632
Ubr1,Ubr1,ENSMUSG00000027272,0.0810033750357489,0.831635059978862,1991.39603965555
Mastl,Mastl,ENSMUSG00000026779,0.0809986485908316,0.962970079712486,25.3942728757491
Fktn,Fktn,ENSMUSG00000028414,0.0809819933248112,0.842091859764256,809.515541874431
Poll,Poll,ENSMUSG00000025218,0.0809614900756597,0.802772119362929,833.147203123431
Wdr44,Wdr44,ENSMUSG00000036769,0.08094710985007,0.881668577944534,856.165024205177
Gli2,Gli2,ENSMUSG00000048402,0.0809436273705559,0.959345483684342,54.591895088229
Sdcbp2,Sdcbp2,ENSMUSG00000027456,0.0808684347278868,0.964826553749316,24.2638092834876
Gm45129,Gm45129,ENSMUSG00000108953,0.0807981205360866,0.987317948907579,4.06962177117296
Actl6a,Actl6a,ENSMUSG00000027671,0.0807515984484518,0.822673129844954,753.921366738406
Pdlim7,Pdlim7,ENSMUSG00000021493,0.0806504313867371,0.801436313431054,11025.8630476583
Son,Son,ENSMUSG00000022961,0.0806273607094254,0.794420644871639,10023.0752870933
Rpl13a,Rpl13a,ENSMUSG00000074129,0.0806266077899874,0.898687203985853,222.850637058046
Sh3bgr,Sh3bgr,ENSMUSG00000040666,0.0805567635647066,0.784104444628573,24274.7388169265
Phf2os1,Phf2os1,ENSMUSG00000086889,0.0805313320295841,0.967457620451152,19.0171841851249
Wdr45b,Wdr45b,ENSMUSG00000025173,0.0805083941550764,0.790117540662715,947.585743619159
Cnot11,Cnot11,ENSMUSG00000003135,0.0805042395685219,0.812962044752363,1256.0443923019
Tufm,Tufm,ENSMUSG00000073838,0.0804861534546714,0.751653455685084,2363.24137754526
Wisp2,Wisp2,ENSMUSG00000027656,0.0804684038264774,0.942838441558934,71.35403684949
Asph,Asph,ENSMUSG00000028207,0.0804506151531145,0.816175542648744,11842.5952482796
Ccdc157,Ccdc157,ENSMUSG00000051427,0.0804212061153726,0.837414491712343,493.611981826521
Stx17,Stx17,ENSMUSG00000061455,0.0803180182564751,0.822033507045049,1735.60203042501
4930522L14Rik,4930522L14Rik,ENSMUSG00000072762,0.0802598388458425,0.953009435005212,56.1613342251852
Fgfr3,Fgfr3,ENSMUSG00000054252,0.0802262080928495,0.922729089499,194.366702352293
Fam105a,Fam105a,ENSMUSG00000056069,0.0801409019664741,0.964826553749316,33.1155708749882
Sipa1l2,Sipa1l2,ENSMUSG00000001995,0.0801277377821057,0.895371778130926,444.389279764051
Myef2,Myef2,ENSMUSG00000027201,0.0800999299224635,0.943523437087085,179.257776496271
Stk16,Stk16,ENSMUSG00000026201,0.0800197540160822,0.786040856892032,715.865283479315
Gm14813,Gm14813,ENSMUSG00000082549,0.0800120511561115,0.990738801997091,2.07531908540005
Qprt,Qprt,ENSMUSG00000030674,0.0799954010961001,0.964826553749316,31.0785732562937
Gsr,Gsr,ENSMUSG00000031584,0.0799112396435093,0.827271262231919,925.98855817731
Map4k3,Map4k3,ENSMUSG00000024242,0.0798941006474127,0.80714270353097,1021.40102945476
Actr1b,Actr1b,ENSMUSG00000037351,0.0798694115878853,0.764477328776911,6823.21285361637
Snapc2,Snapc2,ENSMUSG00000011837,0.0798328079265527,0.848628369655724,461.164384406967
Pdrg1,Pdrg1,ENSMUSG00000027472,0.0797958678150343,0.694053134032623,4220.43287733877
Phtf1,Phtf1,ENSMUSG00000058388,0.0797031777352756,0.856635529127724,293.439405087983
Tada1,Tada1,ENSMUSG00000026563,0.0796989005474444,0.888949104524336,304.59781761254
E330034L11Rik,E330034L11Rik,ENSMUSG00000106383,0.0796770757526259,0.943592139711928,57.6456109424777
Ccdc39,Ccdc39,ENSMUSG00000027676,0.0796693030669291,0.972626508384168,19.5673449536426
Cox7b,Cox7b,ENSMUSG00000031231,0.0796672446873949,0.81265924310793,11084.8865053935
Cryz,Cryz,ENSMUSG00000028199,0.0796553185434996,0.8289583874118,654.179663704683
Rpp30,Rpp30,ENSMUSG00000024800,0.0796435042291735,0.902921601942464,397.645448833323
Echdc2,Echdc2,ENSMUSG00000028601,0.0796138327547003,0.833024746578062,490.937629263406
Ssna1,Ssna1,ENSMUSG00000026966,0.0796100610006263,0.870926981776308,626.685471476766
Hp1bp3,Hp1bp3,ENSMUSG00000028759,0.0795917220747276,0.672637987436736,3449.50666810515
Camk1d,Camk1d,ENSMUSG00000039145,0.079523523809039,0.926782777803524,84.4302368158219
Cog4,Cog4,ENSMUSG00000031753,0.079474722737391,0.803599592106106,3550.61431404722
A530017D24Rik,A530017D24Rik,ENSMUSG00000072847,0.0794531852862478,0.918229933989539,196.2696393684
Haus2,Haus2,ENSMUSG00000027285,0.0794406026755111,0.874372154922486,578.251100524333
Pnpla7,Pnpla7,ENSMUSG00000036833,0.0794378062890679,0.845790184427426,2425.11852877319
Trdmt1,Trdmt1,ENSMUSG00000026723,0.0793953537772707,0.92245958051962,184.042802619175
Aimp1,Aimp1,ENSMUSG00000028029,0.0792800311986807,0.785364705705301,3048.73425224779
Arhgap10,Arhgap10,ENSMUSG00000037148,0.0792583497927433,0.817891822499359,2667.04007144595
Trappc6a,Trappc6a,ENSMUSG00000002043,0.0792263374145125,0.946012429432997,72.8349062366938
Myg1,Myg1,ENSMUSG00000001285,0.0791580330681153,0.841750356982665,426.05772549824
B130034C11Rik,B130034C11Rik,ENSMUSG00000093606,0.0791031896042372,0.957687122706115,41.4992070113637
Mir6948,Mir6948,ENSMUSG00000106169,0.0790467670034286,0.990998585958029,2.01539715982569
Papolg,Papolg,ENSMUSG00000020273,0.0789646566130434,0.898564970414676,251.266916984993
Rad17,Rad17,ENSMUSG00000021635,0.078962616711625,0.88949354091728,831.209791553221
Nudcd3,Nudcd3,ENSMUSG00000053838,0.0788357632646028,0.698609332306279,3401.20707037387
2210408I21Rik,2210408I21Rik,ENSMUSG00000071252,0.078768667284877,0.941092362741346,70.3908291477654
Nfxl1,Nfxl1,ENSMUSG00000072889,0.0786844473946052,0.898203764117107,187.867458063623
Glod4,Glod4,ENSMUSG00000017286,0.0786512089589834,0.808285422141203,907.692493289246
Zfp330,Zfp330,ENSMUSG00000031711,0.0786153509257971,0.839360046219815,765.972194520371
Cdc42ep4,Cdc42ep4,ENSMUSG00000041598,0.0786083657196093,0.890669287661851,391.277592478038
Hectd1,Hectd1,ENSMUSG00000035247,0.0785843020501126,0.810262881664093,9468.98607782632
Acadm,Acadm,ENSMUSG00000062908,0.0785777255467459,0.842091859764256,13326.3319247779
Cacng4,Cacng4,ENSMUSG00000020723,0.0785523011875287,0.990746802994838,2.22868294153278
Cops3,Cops3,ENSMUSG00000019373,0.0784211528427023,0.801227271476509,3342.91850676474
Sfxn3,Sfxn3,ENSMUSG00000025212,0.0784131440138575,0.865807447290531,1297.59224663803
Plekhb2,Plekhb2,ENSMUSG00000026123,0.0783838091874179,0.838424915944999,3167.56041838521
Hspa4,Hspa4,ENSMUSG00000020361,0.0783631961181722,0.759495789440953,5425.27430175705
Slc30a5,Slc30a5,ENSMUSG00000021629,0.0783597007419117,0.887486897033376,566.668453649169
C030034I22Rik,C030034I22Rik,ENSMUSG00000073374,0.0783523706442963,0.943347703782624,71.5365374114938
Ercc6l2,Ercc6l2,ENSMUSG00000021470,0.0782969672702891,0.77414019111466,1529.54363886234
Slc35d1,Slc35d1,ENSMUSG00000028521,0.0782431050462815,0.905427918590582,368.338659946411
Yeats4,Yeats4,ENSMUSG00000020171,0.0782161351408537,0.884663341521878,462.228136100517
Mboat2,Mboat2,ENSMUSG00000020646,0.0781981604689947,0.965654148180166,37.0392070809055
Thy1,Thy1,ENSMUSG00000032011,0.0781587421967597,0.939500296208929,338.159075326652
Sirt4,Sirt4,ENSMUSG00000029524,0.0781369383170025,0.859981840416286,387.632307432638
Slc22a13b-ps,Slc22a13b-ps,ENSMUSG00000092212,0.078133500851757,0.988560019780058,4.30901389033647
Taf4,Taf4,ENSMUSG00000039117,0.0780984889082435,0.869588049916313,419.101775935856
Zbtb20,Zbtb20,ENSMUSG00000022708,0.0780637183218275,0.848438733331611,4367.01582026216
Slitrk6,Slitrk6,ENSMUSG00000045871,0.0780014198080511,0.986250791403661,4.18987063807465
Eif2s2,Eif2s2,ENSMUSG00000074656,0.0779991817336975,0.852204328298036,6582.69362150042
Chst7,Chst7,ENSMUSG00000037347,0.0779663828116962,0.955118913588526,69.8290525470072
Phkg1,Phkg1,ENSMUSG00000025537,0.07796465866601,0.824365689030234,30327.5711774217
Acadvl,Acadvl,ENSMUSG00000018574,0.0779516456518931,0.819110531379172,16980.8150718804
Rlf,Rlf,ENSMUSG00000049878,0.0779357932454156,0.816419211207035,742.450715999523
Cep295,Cep295,ENSMUSG00000046111,0.0779268815867438,0.860541164638838,498.628141819653
Usp20,Usp20,ENSMUSG00000026854,0.077877457238373,0.873739711349745,723.942228086854
Hacd4,Hacd4,ENSMUSG00000028497,0.0778730351734594,0.942879317898101,120.037670354642
Asah1,Asah1,ENSMUSG00000031591,0.0777806678152986,0.81927026320721,852.99922525958
S100a8,S100a8,ENSMUSG00000056054,0.077766280087646,0.980474215849343,12.8308742674515
Birc2,Birc2,ENSMUSG00000057367,0.0777523509697172,0.812131827542582,1183.10429071728
Lims2,Lims2,ENSMUSG00000024395,0.0777501089206959,0.89933161362162,1387.02483719914
Gcsh,Gcsh,ENSMUSG00000034424,0.0777168545804425,0.760433344079296,1944.47206656224
Lxn,Lxn,ENSMUSG00000047557,0.0777123520131956,0.948365472616216,61.6252247978694
Mon2,Mon2,ENSMUSG00000034602,0.0777038636130231,0.765160614184145,2134.2467378931
Pigh,Pigh,ENSMUSG00000021120,0.0776856891456837,0.911453497554547,130.156019691545
4930592C13Rik,4930592C13Rik,ENSMUSG00000105834,0.0776764889156773,0.989926574954671,2.19784541718746
Ttc7,Ttc7,ENSMUSG00000036918,0.0775889275089861,0.845198757754279,752.12506308391
Selenon,Selenon,ENSMUSG00000050989,0.0775813019847879,0.915794811927775,289.436867106463
Tmem260,Tmem260,ENSMUSG00000036339,0.0775665989642273,0.931902153905829,200.67076872144
B230303O12Rik,B230303O12Rik,ENSMUSG00000106547,0.0774681802408145,0.947817074523855,85.766745591342
Eif3j1,Eif3j1,ENSMUSG00000027236,0.077459618224901,0.759444818674027,2729.90068815733
Nphp4,Nphp4,ENSMUSG00000039577,0.0774193944301007,0.969075944381301,20.3398632889373
Laptm4b,Laptm4b,ENSMUSG00000022257,0.0773876765028634,0.874734773763073,1380.73275845223
Fbxl2,Fbxl2,ENSMUSG00000032507,0.0773414346732142,0.959676239808515,35.367683890725
